1327648068.925232,9
1327648068.937268,77
1327648068.949318,103
1327648068.961320,150
1327648068.973241,181
1327648068.985075,216
1327648068.997031,273
1327648069.008885,331
1327648069.020744,350
1327648069.032537,374
1327648069.044318,407
1327648069.056179,425
1327648069.068034,425
1327648069.079920,425
1327648069.091729,424
1327648069.103525,424
1327648069.115404,367
1327648069.127268,309
1327648069.139044,244
1327648069.150839,197
1327648069.162593,137
1327648069.174361,101
1327648069.186186,118
1327648069.198043,147
1327648069.209855,188
1327648069.221680,215
1327648069.233590,233
1327648069.245392,232
1327648069.257301,249
1327648069.269201,270
1327648069.280981,288
1327648069.292821,316
1327648069.304614,334
1327648069.316453,351
1327648069.328320,349
1327648069.340184,351
1327648069.351962,349
1327648069.363738,350
1327648069.375560,352
1327648069.387415,351
1327648069.399314,351
1327648069.411076,352
1327648069.422869,353
1327648069.434715,354
1327648069.446588,355
1327648069.458449,354
1327648069.470376,356
1327648069.482198,357
1327648069.494050,355
1327648069.505898,355
1327648069.517750,358
1327648069.529603,357
1327648069.541342,358
1327648069.553214,357
1327648069.564975,357
1327648069.576844,359
1327648069.588568,359
1327648069.600387,360
1327648069.612217,360
1327648069.624064,360
1327648069.635955,360
1327648069.647725,362
1327648069.659557,361
1327648069.671354,363
1327648069.683150,360
1327648069.694984,358
1327648069.706817,363
1327648069.718627,365
1327648069.730452,365
1327648069.742334,365
1327648069.754235,366
1327648069.766073,367
1327648069.777853,367
1327648069.789631,366
1327648069.801425,367
1327648069.813204,368
1327648069.825070,368
1327648069.836882,363
1327648069.848668,368
1327648069.860551,367
1327648069.872338,371
1327648069.884186,370
1327648069.896111,371
1327648069.907893,372
1327648069.919756,371
1327648069.931623,371
1327648069.943415,373
1327648069.955214,372
1327648069.967046,374
1327648069.978821,374
1327648069.990694,373
1327648070.002592,373
1327648070.014386,374
1327648070.026233,375
1327648070.038181,376
1327648070.050064,375
1327648070.062006,375
1327648070.073886,376
1327648070.085805,378
1327648070.097542,378
1327648070.109370,377
1327648070.121183,378
1327648070.133087,379
1327648070.144987,379
1327648070.156956,379
1327648070.168804,379
1327648070.180569,379
1327648070.192360,381
1327648070.204230,381
1327648070.216077,382
1327648070.227886,378
1327648070.239681,382
1327648070.251543,380
1327648070.263470,382
1327648070.275220,384
1327648070.287099,384
1327648070.298977,386
1327648070.310739,383
1327648070.322651,386
1327648070.334514,384
1327648070.346331,386
1327648070.358157,386
1327648070.369910,385
1327648070.381689,387
1327648070.393551,387
1327648070.405387,388
1327648070.417173,388
1327648070.429136,389
1327648070.441053,389
1327648070.452948,390
1327648070.464778,388
1327648070.476610,390
1327648070.488471,388
1327648070.500365,392
1327648070.512133,388
1327648070.523962,391
1327648070.535729,392
1327648070.547595,391
1327648070.559501,394
1327648070.571360,393
1327648070.583244,393
1327648070.595083,394
1327648070.606910,393
1327648070.618716,392
1327648070.630543,396
1327648070.642477,395
1327648070.654319,396
1327648070.666150,395
1327648070.678021,395
1327648070.689828,397
1327648070.701718,396
1327648070.713508,396
1327648070.725331,399
1327648070.737136,400
1327648070.748952,395
1327648070.760752,400
1327648070.772540,396
1327648070.784338,400
1327648070.796177,402
1327648070.808114,401
1327648070.819999,402
1327648070.831879,400
1327648070.843677,400
1327648070.855595,401
1327648070.867466,402
1327648070.879342,403
1327648070.891149,403
1327648070.902903,404
1327648070.914699,400
1327648070.926512,406
1327648070.938306,404
1327648070.950098,406
1327648070.961965,406
1327648070.973767,406
1327648070.985549,407
1327648070.997395,407
1327648071.009214,408
1327648071.021002,407
1327648071.032929,408
1327648071.044687,408
1327648071.056585,410
1327648071.068443,410
1327648071.080290,408
1327648071.092194,410
1327648071.104083,409
1327648071.115913,410
1327648071.127807,411
1327648071.139720,411
1327648071.151568,411
1327648071.163459,411
1327648071.175311,412
1327648071.187159,413
1327648071.198953,413
1327648071.210841,412
1327648071.222670,408
1327648071.234463,414
1327648071.246308,414
1327648071.258162,416
1327648071.270021,416
1327648071.281868,415
1327648071.293675,415
1327648071.305455,417
1327648071.317287,417
1327648071.329109,418
1327648071.340887,416
1327648071.352681,417
1327648071.364512,416
1327648071.376263,419
1327648071.388126,418
1327648071.399965,419
1327648071.411823,417
1327648071.423577,419
1327648071.435327,419
1327648071.447144,422
1327648071.458971,418
1327648071.470728,419
1327648071.482583,421
1327648071.494497,423
1327648071.506354,423
1327648071.518197,424
1327648071.530000,424
1327648071.541889,424
1327648071.553671,424
1327648071.565494,424
1327648071.577341,423
1327648071.589166,423
1327648071.601009,423
1327648071.612906,424
1327648071.624760,416
1327648071.636587,398
1327648071.648457,375
1327648071.660309,356
1327648071.672165,328
1327648071.684022,324
1327648071.695789,324
1327648071.707608,326
1327648071.719497,325
1327648071.731370,324
1327648071.743180,326
1327648071.755038,321
1327648071.766873,327
1327648071.778637,328
1327648071.790448,328
1327648071.802317,329
1327648071.814140,329
1327648071.825978,328
1327648071.837892,329
1327648071.849848,332
1327648071.861743,331
1327648071.873521,332
1327648071.885359,332
1327648071.897202,332
1327648071.909037,333
1327648071.920840,333
1327648071.932627,331
1327648071.944560,334
1327648071.956432,335
1327648071.968228,335
1327648071.980138,336
1327648071.991972,334
1327648072.003915,338
1327648072.015676,336
1327648072.027540,338
1327648072.039400,337
1327648072.051200,338
1327648072.063073,340
1327648072.074832,340
1327648072.086698,340
1327648072.098486,339
1327648072.110304,341
1327648072.122097,340
1327648072.133918,340
1327648072.145841,341
1327648072.157779,342
1327648072.169546,344
1327648072.181355,344
1327648072.193192,344
1327648072.205035,343
1327648072.216898,345
1327648072.228640,344
1327648072.240448,344
1327648072.252323,345
1327648072.264154,338
1327648072.276090,347
1327648072.287935,347
1327648072.299813,348
1327648072.311640,348
1327648072.323532,350
1327648072.335379,350
1327648072.347300,350
1327648072.359159,350
1327648072.370981,349
1327648072.382918,352
1327648072.394725,349
1327648072.406530,352
1327648072.418341,351
1327648072.430141,351
1327648072.441989,354
1327648072.453765,354
1327648072.465627,354
1327648072.477385,351
1327648072.489174,356
1327648072.501081,355
1327648072.512913,354
1327648072.524754,355
1327648072.536579,356
1327648072.548406,358
1327648072.560251,357
1327648072.572073,358
1327648072.583955,359
1327648072.595709,359
1327648072.607526,357
1327648072.619405,358
1327648072.631273,360
1327648072.643190,360
1327648072.655011,359
1327648072.666819,362
1327648072.678686,362
1327648072.690535,360
1327648072.702337,361
1327648072.714148,362
1327648072.726010,363
1327648072.737907,363
1327648072.749824,363
1327648072.761660,364
1327648072.773464,365
1327648072.785271,365
1327648072.797063,365
1327648072.808970,366
1327648072.820806,364
1327648072.832547,367
1327648072.844390,363
1327648072.856267,367
1327648072.868201,368
1327648072.880055,368
1327648072.891849,368
1327648072.903651,369
1327648072.915537,369
1327648072.927430,370
1327648072.939317,370
1327648072.951185,370
1327648072.963136,371
1327648072.975048,372
1327648072.986855,372
1327648072.998742,373
1327648073.010589,373
1327648073.022425,373
1327648073.034309,374
1327648073.046092,375
1327648073.057905,374
1327648073.069776,374
1327648073.081523,375
1327648073.093348,375
1327648073.105155,376
1327648073.117014,377
1327648073.128883,376
1327648073.140688,375
1327648073.152595,376
1327648073.164488,378
1327648073.176346,377
1327648073.188188,380
1327648073.200071,380
1327648073.211947,378
1327648073.223843,380
1327648073.235653,378
1327648073.247432,380
1327648073.259296,382
1327648073.271214,382
1327648073.283092,382
1327648073.294872,384
1327648073.306793,383
1327648073.318601,384
1327648073.330420,382
1327648073.342243,384
1327648073.354133,386
1327648073.365985,386
1327648073.377833,387
1327648073.389743,385
1327648073.401663,387
1327648073.413505,387
1327648073.425284,387
1327648073.437115,386
1327648073.448927,387
1327648073.460693,389
1327648073.472518,389
1327648073.484395,390
1327648073.496237,389
1327648073.508041,388
1327648073.519963,390
1327648073.531845,392
1327648073.543687,392
1327648073.555542,393
1327648073.567384,392
1327648073.579317,394
1327648073.591065,394
1327648073.602934,393
1327648073.614710,393
1327648073.626574,394
1327648073.638456,391
1327648073.650365,395
1327648073.662236,395
1327648073.674080,392
1327648073.685990,394
1327648073.697844,397
1327648073.709634,398
1327648073.721490,398
1327648073.733347,397
1327648073.745200,398
1327648073.756971,396
1327648073.768757,400
1327648073.780626,399
1327648073.792446,398
1327648073.804308,400
1327648073.816176,398
1327648073.828001,400
1327648073.839804,400
1327648073.851607,402
1327648073.863437,401
1327648073.875221,401
1327648073.887097,402
1327648073.898865,402
1327648073.910771,404
1327648073.922731,403
1327648073.934543,405
1327648073.946433,404
1327648073.958171,406
1327648073.970080,407
1327648073.981838,405
1327648073.993734,405
1327648074.005551,405
1327648074.017409,407
1327648074.029170,406
1327648074.041067,408
1327648074.053035,407
1327648074.064796,408
1327648074.076626,406
1327648074.088460,409
1327648074.100246,410
1327648074.112179,409
1327648074.123957,410
1327648074.135743,408
1327648074.147522,411
1327648074.159328,411
1327648074.171133,410
1327648074.183010,412
1327648074.194930,411
1327648074.206766,412
1327648074.218642,414
1327648074.230489,413
1327648074.242269,413
1327648074.254206,414
1327648074.265975,414
1327648074.277886,416
1327648074.289763,416
1327648074.301525,414
1327648074.313346,414
1327648074.325230,416
1327648074.337164,416
1327648074.348977,409
1327648074.360736,418
1327648074.372570,417
1327648074.384457,417
1327648074.396361,418
1327648074.408156,419
1327648074.420100,419
1327648074.431888,414
1327648074.443753,419
1327648074.455536,420
1327648074.467415,420
1327648074.479265,419
1327648074.491079,422
1327648074.502896,421
1327648074.514653,422
1327648074.526635,420
1327648074.538574,422
1327648074.550370,422
1327648074.562260,424
1327648074.574046,423
1327648074.585913,424
1327648074.597700,419
1327648074.609565,418
1327648074.621439,423
1327648074.633347,424
1327648074.645220,414
1327648074.657038,401
1327648074.668808,379
1327648074.680529,330
1327648074.692364,287
1327648074.704168,244
1327648074.716079,214
1327648074.727944,213
1327648074.739792,211
1327648074.751628,215
1327648074.763494,217
1327648074.775250,218
1327648074.787079,217
1327648074.798878,216
1327648074.810730,218
1327648074.822579,218
1327648074.834368,219
1327648074.846211,221
1327648074.858042,222
1327648074.869823,222
1327648074.881591,223
1327648074.893447,224
1327648074.905223,225
1327648074.917012,226
1327648074.928790,224
1327648074.940684,226
1327648074.952589,227
